x_ProjectCode,x_BH_ID,x_Motherhole,x_HoleType,x_MaxDepth,x_DepthFrom,x_DepthTo,x_Date,x_Cr2O3_%,x_FeO_%,x_SiO2_%,x_MgO_%,x_Al2O3_%,x_CaO_%,x_P_%,x_Au_ICP_ppm,x_Pt_ICP_ppm,x_Pd_ICP_ppm,x_Rh_ICP_ppm,x_Ir_ICP_ppm,x_Ru_ICP_ppm,y_Level1,y_Level2
J1922,EL030,EL030,borehole,209.09,58.15,58.34,19. Sep 13,40.26,27.64,3.0,9.3,16.3,0.48,0.0,0.01,0.28,0.14,0.06,0.06,0.39,MG,4A
J1921,EL032,EL032,borehole,267.2,138.23,138.85,19. Sep 13,41.41,24.41,3.6,9.8,18.1,0.49,0.0,0.01,2.56,0.11,0.22,0.18,0.61,MG,4A
J1927,EL033,EL033,borehole,163.74,19.8,20.47,19. Sep 13,31.69,23.45,13.4,9.6,15.6,2.47,0.0,0.01,0.66,0.22,0.16,0.08,0.39,MG,4A
J1928,EL033,EL033,borehole,163.74,20.52,20.59,19. Sep 13,31.64,23.39,14.0,9.2,15.8,2.47,0.0,0.01,0.31,0.12,0.05,0.06,0.39,MG,4A
J1929,EL033,EL033,borehole,163.74,20.65,20.89,19. Sep 13,31.75,23.18,14.0,9.4,15.6,2.48,0.0,0.01,0.29,0.17,0.06,0.06,0.29,MG,4A
J1481,EL05,EL05,borehole,57.42,31.34,32.18,23. Okt 09,35.81,27.33,6.37,11.41,14.51,0.66,0.0,0.01,0.76,0.2,0.22,0.08,0.41,MG,4A
J1477,EL12,EL12,borehole,19.84,9.79,10.81,23. Okt 09,33.46,26.25,11.37,9.7,14.98,1.72,0.0,0.01,0.62,0.11,0.18,0.09,0.35,MG,4A
J1490,EL13,EL13,borehole,52.32,44.28,44.85,23. Okt 09,39.52,27.24,3.65,9.81,17.29,0.66,0.0,0.01,1.09,0.27,0.32,0.19,0.8,MG,4A
J1491,EL13,EL13,borehole,52.32,44.91,45.11,23. Okt 09,34.77,25.47,7.3,9.59,16.65,1.51,0.0,0.01,2.03,0.32,0.4,0.16,0.64,MG,4A
J1485,EL13,EL13,borehole,52.32,41.86,42.52,23. Okt 09,40.48,28.53,3.69,9.66,16.24,0.59,0.0,0.01,0.79,0.18,0.23,0.1,0.46,MG,4A
J1486,EL13,EL13,borehole,52.32,42.58,42.75,23. Okt 09,40.39,27.79,4.47,10.03,15.48,0.34,0.0,0.01,0.34,0.21,0.12,0.08,0.41,MG,4A
J1932,EL22,EL22,borehole,300.69,74.14,74.69,19. Sep 13,38.41,24.03,5.9,9.0,18.8,1.6,0.0,0.01,1.79,0.25,0.47,0.23,0.93,MG,4A
J1926,MD019,MD019,borehole,229.2,69.16,69.3,19. Sep 13,32.32,24.13,11.3,10.3,15.7,1.93,0.0,0.01,0.51,0.22,0.19,0.13,0.5,MG,4A
J1927,MD019,MD019,borehole,229.2,69.55,69.85,19. Sep 13,34.57,23.85,9.8,9.2,17.6,1.73,0.0,0.01,1.56,0.39,0.62,0.28,1.15,MG,4A
J1922,MD022,MD022,borehole,247.22,76.24,76.44,19. Sep 13,38.73,26.8,4.6,9.6,16.4,0.69,0.0,0.01,0.39,0.13,0.14,0.07,0.38,MG,4A
J1921,MD022,MD022,borehole,247.22,75.42,76.15,19. Sep 13,34.65,24.91,10.0,10.1,15.1,2.22,0.0,0.01,0.69,0.2,0.21,0.09,0.43,MG,4A
J1481,MD03,MD03,borehole,25.3,15.3,16.16,23. Okt 09,31.23,25.69,12.39,8.96,15.28,2.53,0.0,0.01,0.59,0.19,0.18,0.08,0.45,MG,4A
J1482,MD03,MD03,borehole,25.3,16.24,16.44,23. Okt 09,34.76,28.83,7.7,10.16,14.44,1.34,0.0,0.01,0.4,0.1,0.14,0.06,0.4,MG,4A
J1479,MD12,MD12,borehole,60.16,51.25,51.95,13. Jan 10,34.89,23.88,11.48,10.83,15.95,1.62,0.03,0.01,1.04,0.2,0.33,0.2,0.87,MG,4A
J1476,MD14,MD14,borehole,56.42,50.0,50.47,17. Sep 13,29.91,23.15,14.84,9.56,14.84,2.05,0.0,0.01,1.11,0.21,0.27,0.2,0.8,MG,4A
J1484,MD15,MD15,borehole,45.88,8.86,9.79,17. Sep 13,34.31,25.02,12.01,7.64,14.89,2.62,0.0,0.01,0.61,0.1,0.14,0.08,0.49,MG,4A
J1526,MD17,MD17,borehole,645.33,313.17,313.78,17. Sep 13,39.37,26.69,7.24,10.78,14.51,0.24,0.0,0.01,0.76,0.11,0.31,0.22,0.9,MG,4A
J1497,MD18,MD18,borehole,524.83,355.25,355.63,17. Sep 13,21.7,19.7,27.24,15.82,11.91,2.26,0.0,0.01,0.25,0.1,0.18,0.06,0.22,MG,4A
J1484,RD16,RD16,borehole,50.32,13.2,13.29,13. Jan 10,31.39,22.32,16.63,7.88,15.25,2.52,0.02,0.01,0.56,0.11,0.19,0.06,0.27,MG,4A
J1481,S100C,S100C,borehole,143.03,20.11,21.56,17. Sep 13,27.68,22.33,19.99,9.74,17.02,3.45,0.0,0.01,0.44,0.17,0.18,0.07,0.37,MG,4A
J1122,SC06,SC06,borehole,639.35,173.87,175.13,23. Dez 08,30.82,21.56,16.86,9.82,15.66,2.23,0.0,0.01,0.65,0.19,0.23,0.07,0.3,MG,4A
J1122,SC07,SC07,borehole,593.73,144.88,145.24,03. Sep 13,,,,,,,,0.01,0.22,0.06,0.06,0.05,0.21,MG,4A
J1114,SC07,SC07,borehole,593.73,143.47,145.24,01. Jul 08,27.05,20.55,18.8,8.96,17.15,3.82,0.0,0.01,0.41,0.12,0.11,0.07,0.28,MG,4A
J1119,SC08,SC08,borehole,645.05,176.5,177.59,23. Dez 08,34.84,22.67,11.21,8.96,16.07,1.74,0.0,0.01,0.48,0.16,0.13,0.07,0.29,MG,4A
J1124,SC09,SC09,borehole,648.7,177.03,177.83,03. Sep 13,,,,,,,,0.01,0.62,0.27,0.15,0.08,0.36,MG,4A
J1116,SC09,SC09,borehole,648.7,177.86,178.03,23. Dez 08,35.11,23.12,12.89,9.19,16.32,1.89,0.0,0.01,0.37,0.15,0.1,0.05,0.19,MG,4A
J1127,SC12,SC12,borehole,628.5,167.26,168.35,03. Sep 13,,,,,,,,0.01,0.53,0.17,0.12,0.05,0.22,MG,4A
J1119,SC12,SC12,borehole,628.5,167.16,168.35,23. Dez 08,33.22,22.43,14.71,10.4,15.43,2.06,0.0,0.01,0.53,0.17,0.12,0.05,0.22,MG,4A
J1119,SC13,SC13,borehole,666.04,184.1,184.91,23. Dez 08,34.64,22.69,10.84,9.96,16.69,1.49,0.0,0.01,0.51,0.14,0.14,0.07,0.37,MG,4A
J1120,SC13,SC13,borehole,666.04,186.04,186.25,23. Dez 08,33.22,22.49,13.0,10.4,16.03,1.45,0.0,0.01,0.47,0.2,0.14,0.1,0.3,MG,4A
J1121,SC13,SC13,borehole,666.04,181.25,181.35,23. Dez 08,37.83,24.96,8.57,9.8,14.73,1.28,0.0,0.01,0.66,0.11,0.18,0.07,0.3,MG,4A
J1111,SC14,SC14,borehole,566.8,109.7,110.78,04. Aug 08,34.73,23.36,11.58,9.79,15.56,2.2,0.0,0.01,0.54,0.18,0.17,0.05,0.29,MG,4A
J1116,SC15,SC15,borehole,560.65,84.31,85.55,23. Dez 08,29.56,21.65,17.86,10.22,15.79,2.86,0.0,0.01,0.46,0.16,0.15,0.06,0.36,MG,4A
J1123,SC16,SC16,borehole,571.35,104.72,105.83,01. Jul 08,34.02,23.33,12.22,9.96,15.27,2.37,0.0,0.01,0.52,0.21,0.17,0.07,0.41,MG,4A
J1118,SC18,SC18,borehole,566.18,86.84,88.03,23. Dez 08,32.72,22.51,13.88,9.62,15.8,2.02,0.0,0.02,0.46,0.16,0.14,0.04,0.3,MG,4A
J1123,SC19,SC19,borehole,578.94,103.22,104.17,23. Dez 08,29.74,20.86,16.8,9.46,17.39,3.35,0.0,0.01,0.32,0.13,0.12,0.06,0.33,MG,4A
J1122,SC19,SC19,borehole,578.94,102.75,103.0,23. Dez 08,34.24,23.23,11.63,9.07,16.17,2.09,0.0,0.01,0.76,0.27,0.23,0.09,0.42,MG,4A
J1106,SC28,SC28,borehole,159.02,72.52,72.85,07. Okt 13,,,,,,,,0.01,0.29,0.13,0.12,0.06,0.28,MG,4A
J1099,SC28,SC28,borehole,159.02,71.57,72.85,15. Jan 09,32.09,22.65,12.15,9.3,15.8,2.0,0.0,0.01,0.52,0.19,0.17,0.07,0.33,MG,4A
J1120,SC28A,SC28A,borehole,575.34,73.22,74.36,23. Jan 09,34.32,23.34,11.67,9.45,15.86,1.78,0.0,0.01,0.48,0.18,0.15,0.07,0.34,MG,4A
J1121,SC39,SC39,borehole,581.08,102.13,103.95,01. Jul 08,35.01,23.86,11.87,10.2,15.64,1.8,0.0,0.01,0.56,0.2,0.17,0.08,0.42,MG,4A
J1122,SC39,SC39,borehole,581.08,104.04,104.31,01. Jul 08,35.12,24.09,11.27,9.99,16.47,1.91,0.0,0.01,0.39,0.14,0.12,0.05,0.3,MG,4A
J1136,SC42,SC42,borehole,577.5,108.43,108.77,07. Feb 09,36.35,23.32,10.42,8.77,16.26,1.42,0.0,0.01,0.66,0.31,0.22,0.09,0.55,MG,4A
J1135,SC42,SC42,borehole,577.5,108.81,109.14,07. Feb 09,36.68,24.25,10.54,9.13,16.39,1.98,0.0,0.01,0.66,0.31,0.22,0.09,0.55,MG,4A
J1134,SC42,SC42,borehole,577.5,109.22,109.51,07. Feb 09,32.92,22.57,13.79,9.13,17.18,2.02,0.0,0.01,0.28,0.22,0.11,0.06,0.42,MG,4A
J1141,SC43,SC43,borehole,652.65,188.77,190.17,07. Feb 09,28.12,21.13,17.53,10.77,16.27,1.83,0.0,0.01,0.43,0.19,0.13,0.06,0.38,MG,4A
J1136,SC44,SC44,borehole,565.3,88.9,89.14,19. Sep 13,,,,,,,,0.01,0.38,0.2,0.09,0.06,0.33,MG,4A
J1122,SC44,SC44,borehole,565.3,87.39,87.77,04. Aug 08,34.1,23.48,12.47,10.59,15.57,2.04,0.0,0.01,0.75,0.26,0.2,0.09,0.46,MG,4A
J1123,SC44,SC44,borehole,565.3,88.4,88.77,04. Aug 08,33.34,22.45,12.78,10.04,15.8,2.13,0.0,0.01,0.39,0.15,0.12,0.07,0.41,MG,4A
J1124,SC44,SC44,borehole,565.3,88.45,89.14,04. Aug 08,31.42,22.38,14.58,10.53,16.13,2.56,0.0,0.01,0.38,0.2,0.09,0.06,0.33,MG,4A
J1125,SC45,SC45,borehole,652.0,164.85,166.05,07. Feb 09,33.08,22.75,12.75,9.68,16.84,2.12,0.0,0.01,0.51,0.21,0.16,0.07,0.5,MG,4A
J1482,ZK118,ZK118,borehole,34.06,24.48,25.36,17. Sep 13,34.23,23.4,11.8,8.69,16.6,2.64,0.0,0.01,1.08,0.16,0.25,0.18,0.88,MG,4A
J1480,ZK119,ZK119,borehole,34.04,19.1,19.89,17. Sep 13,34.73,24.94,12.59,8.57,14.71,2.62,0.0,0.01,0.54,0.12,0.13,0.07,0.34,MG,4A
J1478,ZK120,ZK120,borehole,31.33,17.83,18.34,17. Sep 13,33.95,23.93,10.94,9.81,16.04,1.83,0.0,0.01,1.08,0.21,0.24,0.2,0.72,MG,4A
J1482,ZK121,ZK121,borehole,30.0,20.66,21.24,17. Sep 13,34.97,23.16,12.98,10.84,15.12,1.86,0.0,0.01,0.31,0.05,0.08,0.05,0.31,MG,4A
J1481,ZK121,ZK121,borehole,30.0,19.45,19.91,17. Sep 13,37.59,24.43,8.46,10.03,14.47,1.9,0.0,0.01,0.9,0.11,0.2,0.09,0.42,MG,4A
J1483,ZK121,ZK121,borehole,30.0,22.32,22.52,17. Sep 13,36.88,22.86,9.94,9.97,17.32,1.97,0.0,0.01,0.71,0.11,0.19,0.14,0.65,MG,4A
J1481,ZK124,ZK124,borehole,22.48,10.81,11.12,17. Sep 13,30.67,23.13,12.65,6.9,13.82,4.62,0.0,0.01,0.28,0.09,0.08,0.05,0.25,MG,4A
J1481,ZK127,ZK127,borehole,22.48,12.2,12.83,17. Sep 13,35.86,25.57,8.23,8.1,16.68,2.15,0.0,0.01,0.63,0.12,0.16,0.15,0.72,MG,4A
J1484,ZK128,ZK128,borehole,48.53,11.26,12.42,17. Sep 13,34.76,24.41,8.52,8.03,16.94,2.98,0.0,0.01,0.76,0.13,0.27,0.17,0.77,MG,4A
J1488,ZK131,ZK131,borehole,52.01,15.49,16.06,17. Sep 13,33.08,23.96,10.84,8.54,17.7,2.35,0.0,0.01,0.72,0.13,0.3,0.19,0.79,MG,4A
J1919,ZK139,ZK139,borehole,263.0,85.05,85.63,19. Sep 13,34.65,24.66,11.0,8.7,15.6,1.83,0.0,0.01,0.61,0.24,0.19,0.08,0.36,MG,4A
J1920,ZK139,ZK139,borehole,263.0,85.69,85.85,19. Sep 13,31.85,21.62,14.5,8.9,16.8,2.78,0.0,0.01,0.28,0.12,0.09,0.06,0.33,MG,4A
J1921,ZK139,ZK139,borehole,263.0,85.93,86.23,19. Sep 13,31.14,21.05,15.4,8.8,17.5,3.04,0.0,0.01,0.24,0.1,0.08,0.05,0.25,MG,4A
J1923,ZK142,ZK142,borehole,247.8,79.37,80.46,19. Sep 13,32.49,22.94,13.1,10.2,16.1,3.18,0.0,0.01,0.57,0.24,0.16,0.07,0.32,MG,4A
J1924,ZK144,ZK144,borehole,298.78,96.28,97.54,19. Sep 13,30.96,22.42,15.9,9.5,15.2,2.63,0.0,0.01,0.43,0.15,0.14,0.07,0.32,MG,4A
J1930,ZK146,ZK146,borehole,286.32,82.35,82.68,19. Sep 13,36.77,24.08,10.3,9.0,15.2,2.01,0.0,0.01,0.84,0.23,0.26,0.11,0.46,MG,4A
J1914,ZK146,ZK146,borehole,286.32,82.35,82.68,19. Sep 13,36.69,23.9,10.4,9.0,15.4,2.07,0.0,0.01,0.96,0.28,0.31,0.13,0.53,MG,4A
J1931,ZK146,ZK146,borehole,286.32,82.85,83.23,19. Sep 13,37.39,23.87,10.1,10.0,14.9,1.9,0.0,0.01,0.44,0.18,0.15,0.08,0.41,MG,4A
J1932,ZK146,ZK146,borehole,286.32,83.3,83.52,19. Sep 13,33.43,22.76,13.9,10.4,15.1,2.55,0.0,0.01,0.3,0.27,0.1,0.06,0.28,MG,4A
J1921,ZK148,ZK148,borehole,189.14,118.56,119.24,19. Sep 13,39.32,21.74,8.0,11.0,16.0,1.07,0.0,0.01,0.85,0.24,0.27,0.11,0.43,MG,4A
J1913,ZK148,ZK148,borehole,189.14,118.56,119.24,19. Sep 13,38.53,21.56,8.7,11.3,15.7,1.18,0.0,0.01,0.75,0.23,0.24,0.1,0.43,MG,4A
J1929,ZK151,ZK151,borehole,277.72,78.2,79.31,19. Sep 13,32.72,22.76,15.1,10.1,14.3,2.23,0.0,0.01,0.56,0.17,0.18,0.08,0.39,MG,4A
J1125,ZK25,ZK25,borehole,562.45,160.15,160.96,04. Okt 13,,,,,,,,0.01,0.59,0.27,0.19,0.07,0.44,MG,4A
J1126,ZK25,ZK25,borehole,562.45,161.03,161.25,04. Okt 13,,,,,,,,0.01,0.3,0.1,0.11,0.06,0.37,MG,4A
J1130,ZK39,ZK39,borehole,498.2,80.19,81.21,11. Aug 08,36.58,24.45,9.76,9.7,14.81,1.89,0.0,0.01,0.41,0.21,0.16,0.06,0.33,MG,4A
J1121,ZK45,ZK45,borehole,467.7,35.13,35.79,23. Dez 08,36.99,24.35,7.98,9.91,16.34,1.45,0.0,0.01,0.51,0.21,0.17,0.08,0.4,MG,4A
J1122,ZK45,ZK45,borehole,467.7,35.79,36.05,23. Dez 08,37.46,23.99,7.23,10.21,15.23,1.8,0.0,0.01,0.3,0.13,0.12,0.07,0.32,MG,4A
J1130,ZK48,ZK48,borehole,511.4,91.01,91.33,04. Okt 13,,,,,,,,0.01,0.41,0.18,0.18,0.07,0.49,MG,4A
J1131,ZK48,ZK48,borehole,511.4,91.4,91.61,04. Okt 13,0.01,0.4,0.15,0.17,0.07,0.45,,0.01,0.38,0.11,0.16,0.07,0.38,MG,4A
J1120,ZK48,ZK48,borehole,511.4,88.89,89.25,15. Jan 09,41.5,22.89,5.05,10.57,16.13,0.17,0.0,0.01,0.86,0.29,0.31,0.1,0.52,MG,4A
J1119,ZK48,ZK48,borehole,511.4,91.01,91.61,23. Dez 08,42.66,24.08,3.67,10.4,16.61,0.78,0.0,0.01,0.4,0.15,0.17,0.07,0.45,MG,4A
J1137,ZK50,ZK50,borehole,615.8,159.95,160.23,04. Okt 13,,,,,,,,0.01,0.31,0.12,0.11,0.05,0.33,MG,4A
J1125,ZK50,ZK50,borehole,615.8,159.02,159.79,23. Jan 09,33.01,24.05,13.25,9.8,16.38,2.03,0.0,0.01,0.54,0.19,0.18,0.06,0.38,MG,4A
J1481,EL01,EL01,borehole,37.36,25.12,25.29,23. Okt 09,28.39,24.83,13.31,9.6,18.33,2.38,0.0,0.01,1.15,0.19,0.18,0.13,0.35,MG,4Zero
J1923,EL027,EL027,borehole,182.14,23.8,24.09,19. Sep 13,28.05,22.45,15.9,8.7,18.2,2.88,0.0,0.01,1.19,0.13,0.15,0.14,0.39,MG,4Zero
J1923,EL030,EL030,borehole,209.09,64.15,64.35,19. Sep 13,30.08,22.56,12.6,8.8,19.4,3.07,0.0,0.01,1.56,0.16,0.17,0.16,0.42,MG,4Zero
J1930,EL033,EL033,borehole,163.74,27.05,27.32,19. Sep 13,28.42,22.32,13.2,8.7,19.3,3.19,0.01,0.01,1.1,0.19,0.14,0.13,0.33,MG,4Zero
J1482,EL05,EL05,borehole,57.42,36.03,36.2,23. Okt 09,32.3,26.15,9.34,9.34,17.8,1.87,0.0,0.01,1.4,0.17,0.19,0.16,0.41,MG,4Zero
J1478,EL12,EL12,borehole,19.84,17.54,17.74,23. Okt 09,26.83,23.97,14.17,9.05,18.91,3.2,0.0,0.01,1.39,0.14,0.17,0.16,0.34,MG,4Zero
J1489,EL13,EL13,borehole,52.32,47.64,47.93,23. Okt 09,20.47,15.84,24.66,10.26,16.7,4.51,0.0,0.01,3.14,0.13,0.23,0.19,0.54,MG,4Zero
J1488,EL13,EL13,borehole,52.32,46.53,46.6,23. Okt 09,23.31,18.78,19.48,10.86,14.98,4.16,0.0,0.01,1.98,0.54,0.18,0.11,0.4,MG,4Zero
J1487,EL13,EL13,borehole,52.32,46.24,46.36,23. Okt 09,29.88,22.92,16.41,12.22,14.8,1.47,0.0,0.01,1.79,0.18,0.25,0.14,0.52,MG,4Zero
J1934,EL22,EL22,borehole,300.69,77.36,77.48,19. Sep 13,36.72,21.81,7.8,9.8,19.2,1.65,0.0,0.01,1.74,0.06,0.23,0.2,0.53,MG,4Zero
J1919,EL22,EL22,borehole,300.69,77.36,77.48,19. Sep 13,34.38,22.31,7.9,10.1,19.4,1.96,0.0,0.01,1.95,0.06,0.24,0.2,0.56,MG,4Zero
J1932,MD019,MD019,borehole,229.2,73.9,74.16,19. Sep 13,33.28,26.6,10.2,7.4,15.6,2.68,0.0,0.01,1.87,0.14,0.27,0.21,0.53,MG,4Zero
J1930,MD019,MD019,borehole,229.2,73.38,73.62,19. Sep 13,30.01,27.79,14.0,9.4,12.6,1.43,0.0,0.01,2.68,0.25,0.29,0.16,0.6,MG,4Zero
J1931,MD019,MD019,borehole,229.2,73.67,73.71,19. Sep 13,35.05,25.23,7.3,8.5,18.4,1.9,0.0,0.01,2.48,0.48,0.8,0.46,1.98,MG,4Zero
J1923,MD022,MD022,borehole,247.22,86.04,86.25,19. Sep 13,31.72,23.42,10.8,9.9,19.7,2.29,0.0,0.01,1.46,0.19,0.25,0.18,0.41,MG,4Zero
J1924,MD022,MD022,borehole,247.22,78.9,79.14,19. Sep 13,27.76,21.13,18.1,11.4,16.7,2.89,0.0,0.01,2.25,0.14,0.26,0.15,0.52,MG,4Zero
J1483,MD03,MD03,borehole,25.3,24.82,25.07,23. Okt 09,29.61,25.63,12.45,9.53,17.92,2.51,0.0,0.01,1.69,0.21,0.21,0.16,0.43,MG,4Zero
J1482,MD12,MD12,borehole,60.16,57.82,58.0,13. Jan 10,33.66,25.04,9.1,9.39,17.9,1.88,0.03,0.01,1.51,0.16,0.19,0.15,0.39,MG,4Zero
J1485,MD15,MD15,borehole,45.88,18.68,18.82,17. Sep 13,31.36,25.04,12.32,7.7,16.81,2.07,0.0,0.01,1.38,0.14,0.13,0.15,0.41,MG,4Zero
J1529,MD17,MD17,borehole,645.33,316.34,316.57,17. Sep 13,32.72,35.68,6.88,7.68,13.33,0.41,0.0,0.05,1.83,0.99,0.27,0.21,0.5,MG,4Zero
J1498,MD18,MD18,borehole,524.83,358.96,359.29,17. Sep 13,14.97,20.89,32.9,18.18,7.52,3.55,0.0,0.04,1.86,1.88,0.57,0.17,0.55,MG,4Zero
J1485,RD16,RD16,borehole,50.32,19.13,19.36,13. Jan 10,27.74,20.46,20.89,10.66,15.63,1.94,0.04,0.01,1.16,0.06,0.08,0.08,0.19,MG,4Zero
J1487,S100B,S100B,borehole,142.19,4.24,4.34,17. Sep 13,22.79,18.7,19.23,6.8,14.01,6.37,0.0,0.01,0.64,0.07,0.15,0.09,0.23,MG,4Zero
J1482,S100C,S100C,borehole,143.03,31.47,31.68,17. Sep 13,31.84,23.94,12.24,9.5,18.17,2.5,0.0,0.01,1.67,0.21,0.29,0.2,0.49,MG,4Zero
J1116,SC05,SC05,borehole,486.04,175.6,175.66,23. Feb 09,32.17,22.45,12.32,8.92,17.83,2.42,0.0,0.03,1.86,0.09,0.17,0.13,0.34,MG,4Zero
J1134,SC06,SC06,borehole,639.35,178.36,178.85,03. Sep 13,,,,,,,,0.01,1.93,0.28,0.39,0.14,0.57,MG,4Zero
J1126,SC09,SC09,borehole,648.7,188.05,188.2,03. Sep 13,,,,,,,,0.01,1.83,0.25,0.18,0.17,0.34,MG,4Zero
J1117,SC09,SC09,borehole,648.7,188.05,188.2,23. Dez 08,33.59,22.41,12.1,9.0,18.68,2.15,0.0,0.01,1.83,0.25,0.18,0.17,0.34,MG,4Zero
J1120,SC12,SC12,borehole,628.5,176.28,176.44,23. Dez 08,31.09,24.82,10.89,9.19,18.22,0.9,0.0,0.01,1.51,0.07,0.15,0.11,0.23,MG,4Zero
J1122,SC13,SC13,borehole,666.04,196.77,196.84,23. Dez 08,31.96,21.03,13.86,8.63,18.82,2.22,0.0,0.01,1.87,0.14,0.2,0.17,0.37,MG,4Zero
J1112,SC14,SC14,borehole,566.8,117.34,117.41,04. Aug 08,33.09,22.89,10.76,9.81,18.41,1.63,0.0,0.01,1.46,0.15,0.25,0.2,0.41,MG,4Zero
J1117,SC15,SC15,borehole,560.65,95.83,96.07,23. Dez 08,30.8,22.47,13.62,9.68,18.09,2.24,0.0,0.01,1.47,0.16,0.21,0.15,0.35,MG,4Zero
J1119,SC16,SC16,borehole,571.35,116.01,116.17,01. Jul 08,31.08,21.92,12.58,9.66,18.89,3.17,0.0,0.01,1.75,0.18,0.24,0.19,0.48,MG,4Zero
J1119,SC18,SC18,borehole,566.18,98.01,98.14,23. Dez 08,31.56,22.86,12.54,9.89,19.09,1.77,0.0,0.01,1.86,0.16,0.2,0.17,0.41,MG,4Zero
J1124,SC19,SC19,borehole,578.94,115.54,115.72,23. Dez 08,34.44,22.41,10.94,9.69,19.17,2.06,0.0,0.02,1.73,0.17,0.22,0.17,0.41,MG,4Zero
J1123,SC26,SC26,borehole,559.27,95.17,95.29,07. Feb 09,31.4,22.89,12.73,9.99,18.8,1.79,0.0,0.01,1.16,0.13,0.2,0.18,0.4,MG,4Zero
J1124,SC26,SC26,borehole,559.27,88.79,88.95,07. Feb 09,30.76,21.6,14.88,10.36,17.95,3.05,0.0,0.02,2.13,0.11,0.14,0.13,0.39,MG,4Zero
J1100,SC28,SC28,borehole,159.02,78.98,79.05,15. Jan 09,30.13,21.64,14.36,9.93,18.15,1.11,0.0,0.01,0.8,0.14,0.16,0.13,0.27,MG,4Zero
J1121,SC28A,SC28A,borehole,575.34,84.79,85.28,23. Jan 09,32.68,23.22,10.76,9.72,18.74,2.1,0.0,0.01,1.44,0.16,0.21,0.16,0.43,MG,4Zero
J1133,SC31,SC31,borehole,476.77,9.52,9.78,19. Sep 13,,,,,,,,0.02,1.4,0.11,0.19,0.18,0.43,MG,4Zero
J1126,SC31,SC31,borehole,476.77,9.52,9.78,07. Feb 09,31.32,22.39,13.33,9.71,18.81,2.73,0.0,0.02,1.4,0.11,0.19,0.18,0.43,MG,4Zero
J1127,SC31,SC31,borehole,476.77,8.48,8.61,07. Feb 09,31.04,21.2,13.11,9.99,18.74,2.42,0.0,0.01,1.79,0.09,0.12,0.14,0.37,MG,4Zero
J1118,SC34,SC34,borehole,463.7,17.4,17.55,08. Sep 09,39.23,23.22,8.41,10.77,16.12,1.11,0.0,0.01,1.72,0.13,0.17,0.16,0.35,MG,4Zero
J1137,SC39,SC39,borehole,581.08,109.94,110.0,19. Sep 13,,,,,,,,0.01,1.67,0.13,0.22,0.13,0.36,MG,4Zero
J1123,SC39,SC39,borehole,581.08,113.83,113.9,01. Jul 08,31.74,22.69,12.57,9.36,18.16,2.42,0.0,0.01,1.82,0.15,0.19,0.17,0.44,MG,4Zero
J1124,SC39,SC39,borehole,581.08,114.81,114.98,01. Jul 08,32.08,22.4,11.93,10.09,18.78,2.35,0.0,0.01,1.46,0.1,0.21,0.18,0.4,MG,4Zero
J1125,SC40,SC40,borehole,564.8,114.08,114.28,23. Jan 09,25.31,19.44,21.33,11.94,16.76,3.28,0.0,0.01,1.28,0.22,0.41,0.16,0.61,MG,4Zero
J1137,SC42,SC42,borehole,577.5,119.02,119.2,07. Feb 09,32.66,22.35,12.11,9.85,18.63,2.56,0.0,0.01,1.77,0.28,0.26,0.2,0.62,MG,4Zero
J1142,SC43,SC43,borehole,652.65,199.41,199.6,07. Feb 09,30.99,22.54,13.16,10.02,18.65,1.84,0.0,0.01,1.57,0.16,0.23,0.17,0.46,MG,4Zero
J1126,SC44,SC44,borehole,565.3,104.63,104.8,04. Aug 08,30.96,22.66,13.77,10.14,17.91,2.51,0.0,0.01,1.49,0.16,0.14,0.16,0.34,MG,4Zero
J1125,SC44,SC44,borehole,565.3,95.4,95.48,04. Aug 08,30.72,22.06,15.75,10.41,16.89,2.45,0.0,0.01,2.68,0.31,0.22,0.17,0.39,MG,4Zero
J1126,SC45,SC45,borehole,652.0,175.69,175.85,07. Feb 09,32.09,22.29,12.52,9.52,18.57,2.5,0.0,0.01,1.63,0.15,0.21,0.16,0.4,MG,4Zero
J1116,SC46,SC46,borehole,445.4,10.11,10.21,23. Jan 09,31.55,23.23,13.46,9.68,19.21,2.12,0.0,0.01,1.63,0.11,0.13,0.15,0.4,MG,4Zero
J1122,SC48,SC48,borehole,505.0,65.73,65.9,07. Feb 09,32.01,22.54,12.02,9.25,18.03,2.19,0.0,0.01,1.83,0.12,0.21,0.19,0.45,MG,4Zero
J1130,SC53,SC53,borehole,645.0,179.21,179.41,07. Feb 09,31.64,22.47,12.06,10.16,18.5,1.87,0.0,0.01,1.77,0.17,0.21,0.18,0.42,MG,4Zero
J1116,SC54,SC54,borehole,525.8,89.89,90.06,23. Jan 09,31.24,22.05,12.61,9.61,17.87,2.65,0.0,0.01,1.5,0.13,0.18,0.15,0.39,MG,4Zero
J1128,SC55,SC55,borehole,532.4,96.83,97.04,23. Jan 09,34.42,23.09,11.53,9.89,18.43,1.78,0.0,0.01,1.5,0.13,0.21,0.17,0.38,MG,4Zero
J1118,SC56,SC56,borehole,550.65,113.88,114.05,23. Jan 09,30.65,22.42,13.71,9.97,18.79,2.02,0.0,0.01,1.64,0.13,0.24,0.18,0.46,MG,4Zero
